,Description of Filing (Date Filed),,Filer,
5016,Renewable Energy Resource Eligibility Application for 50 Alton Bradford Road Generation Unit (filed 2/27/20),2/27/20,"C2 RI Hopkinton, LLC",http://www.ripuc.ri.gov/eventsactions/docket/5016page.html
5015,Review of Least Cost Procurement Standards,,Public Utilities Commission,http://www.ripuc.ri.gov/eventsactions/docket/5015page.html
5014,Petition for Declaratory Judgment regarding clarification of regulation and jurisdiction (filed 1/2/120),1/2/120,Narragansett Bay Commission,http://www.ripuc.ri.gov/eventsactions/docket/5014page.html
5013,2020 Demand Side Management Program (filed 2/11/20),2/11/20,Block Island Utility District,http://www.ripuc.ri.gov/eventsactions/docket/5013page.html
5012,Abbreviated Rate Filing (1/31/20),1/31/20,Kent County Water Authority,http://www.ripuc.ri.gov/eventsactions/docket/5012page.html
5011,"Review of Proposed Power Purchase Agreement
Pursuant to R.I. Gen. Laws § 39-26.1 (filed 2/5/20)",2/5/20,The Narragansett Electric Co. d/b/a National Grid,http://www.ripuc.ri.gov/eventsactions/docket/5011page.html
5010,Commission's Review of the Benefits and Costs of Net Metering Credit Calculation Pursuant to R.I. Gen. Laws §39-26.4-3,,Public Utilities Commission,http://www.ripuc.ri.gov/eventsactions/docket/5010page.html
5009,"Renewable Energy Resource Certification Application for Generation: Absalona Hill Road Solar, LLC (2/4/20)",2/4/20,"Absalona Hill Road Solar, LLC",http://www.ripuc.ri.gov/eventsactions/docket/5009page.html
5008,"Renewable Energy Resource Certification Application for Generation: Greenville Road Solar, LLC (2/4/20)",2/4/20,"Greenville Road Solar, LLC",http://www.ripuc.ri.gov/eventsactions/docket/5008page.html
5007,"Renewable Energy Resource Certification Application for Generation: Howard Lane Solar, LLC (2/4/20)",2/4/20,"Howard Lane Solar, LLC",http://www.ripuc.ri.gov/eventsactions/docket/5007page.html
5006,"Renewable Energy Resource Certification Application for Generation Unit: Cooley, Inc. (2/3/20)",2/3/20,Ron Markovsky,http://www.ripuc.ri.gov/eventsactions/docket/5006page.html
5005,Annual Retail Rate Filing (filed 2/X/20),2/X/20,The Narragansett Electric Co. d/b/a National Grid,http://www.ripuc.ri.gov/eventsactions/docket/5005page.html
5004,Renewable Energy Resource (RER) Certification Application for Generation: Walmart Warwick (1/16/20),1/16/20,"Westbound Solar, LLC",http://www.ripuc.ri.gov/eventsactions/docket/5004page.html
5003,Renewable Energy Resource (RER) Certification Application for Generation: Anchor Solar (1/22/20),1/22/20,"TES Anchor Solar 23, LLC",http://www.ripuc.ri.gov/eventsactions/docket/5003page.html
5002,Renewable Energy Resource (RER) Certification Application for Generation: 85 Commercial Way Solar (1/15/20),1/15/20,Jason Macari,http://www.ripuc.ri.gov/eventsactions/docket/5002page.html
5001,Renewable Energy Resource (RER) Certification Application for Generation Unit: Bio-Detek PV Array - Pawtucket (filed 12/27//19),12/27//19,Zoll Medical Corp.,http://www.ripuc.ri.gov/eventsactions/docket/5001page.html
5000,Investigation into the Treatment of Storage as an Electric Distribution System Resource (initiated 12/17/19),12/17/19,Public Utilities Commission (PUC),http://www.ripuc.ri.gov/eventsactions/docket/5000page.html
4999,Petition for Declaratory Judgment Regarding the Interpretation of Tariff RIPUC NG-Gas No. 101 (filed 12/23/19),12/23/19,The Narragansett Electric Co. d/b/a National Grid,http://www.ripuc.ri.gov/eventsactions/docket/4999page.html
4998,Tariff filings to add or withdraw additional wire centers where Verizon intends to migrate its network to all fiber and retire its copper network (filed 12/12/2019),12/12/2019,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4998page.html
4997,Application for registration to transact a provider of telecommunications service (filed 12/10/19),12/10/19,"Versatel, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4997page.html
4996,"Gas Infrastructure, Safety and Reliability (ISR) Plan FY 2021 (filed 12/20/19)",12/20/19,The Narragansett Electric Co. d/b/a National Grid,http://www.ripuc.ri.gov/eventsactions/docket/4996page.html
4995,"Electric Infrastructure, Safety and Reliability (ISR) Plan FY 2021 (filed 12/20/19)",12/20/19,The Narragansett Electric Co. d/b/a National Grid,http://www.ripuc.ri.gov/eventsactions/docket/4995page.html
4994,Application to Implement Multi-Year Rate Plan Pursuant to R.I.G.L. 39-15.1-4 (filed 12/2/19),12/2/19,Providence Water Supply Board,http://www.ripuc.ri.gov/eventsactions/docket/4994page.html
4993,Update tariff to eliminate the rates associated with unpublished and unlisted services (filed 11/21/19),11/21/19,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4993-VRI-TariffFiling (11-21-19).pdf
4992,Long-Term Contracting for Renewable Energy Recovery (LTCRER) Factor - Year 2020 (filed 11/15/19),11/15/19,The Narragansett Electric Co. d/b/a National Grid,http://www.ripuc.ri.gov/eventsactions/docket/4992page.html
4991,2020 Demand Side Management Program (filed 11/7/19),11/7/19,Pascoag Utility District,http://www.ripuc.ri.gov/eventsactions/docket/4991page.html
4990,"Annual Reconciliation of the Standard Offer Service Rate, Transmission Charge and Transition Charge (filed 11/719)",11/719,Pascoag Utility District,http://www.ripuc.ri.gov/eventsactions/docket/4990page.html
4989,Renewable Energy Resource (RER) Certification Application for Generation Unit: Cedar Holow Solar (filed 11/6/19),11/6/19,SM Trombino Properties LLC,http://www.ripuc.ri.gov/eventsactions/docket/4989page.html
4988,"Renewable Energy Resource (RER) Certification Application for Generation Unit: TPE Hopkins Holdings I, LLC (filed 11/4/19)",11/4/19,"TPE Hopkins Holdings I, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4988page.html
4987,Renewable Energy Resource (RER) Certification Application for Generation Unit: Hope Farm Solar (filed 10/31/19),10/31/19,"Enerparc, Inc.",http://www.ripuc.ri.gov/eventsactions/docket/4987page.html
4986,Tariff filing to comply with recent FCC Lifeline Discount Adjustment (filed 10/31/19),10/31/19,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4986-Verizon-Tariff(10-31-19).pdf
4985,Renewable Energy Resource (RER) Certification Application for Generation Unit: Walmart North Kingstown (filed 10/17/19),10/17/19,"Westbound Solar, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4985page.html
4984,Renewable Energy Resource (RER) Certification Application for Generation Unit: Pine Hill Solar Partners LLC (filed 10/18/19),10/18/19,"Pine Hill Solar Partners, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4984page.html
4983,The Renewable Energy Growth (RE Growth) Program for Year 2020 (filed 10/23/19),10/23/19,RI Distributed Generation Board (DG Board) and The Narragansett Electric Co. d/b/a National Grid,http://www.ripuc.ri.gov/eventsactions/docket/4983page.html
4982,"Petition for Declaratory Judgment on R.I.G.L. 39-26.4, the Net Metering Act (filed 10/11/19)",10/11/19,Episcopal Diocese of Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4982page.html
4981,"Petition for Declaratory Judgment on Transmission System Costs and Related ""Affected System Operator"" Studies (filed 10/11/19)",10/11/19,Episcopal Diocese of Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4981page.html
4980,2020 System Reliability Procurement Pan (10/15/19),10/15/19,The Narragansett Electric Co. d/b/a National Grid,http://www.ripuc.ri.gov/eventsactions/docket/4980page.html
4979,2020 Energy Efficiency Program Plan (10/15/19),10/15/19,The Narragansett Electric Co. d/b/a National Grid,http://www.ripuc.ri.gov/eventsactions/docket/4979page.html
4978,2021 Last Resort Service Procurement Plan (10/11/19),10/11/19,The Narragansett Electric Co. d/b/a National Grid,http://www.ripuc.ri.gov/eventsactions/docket/4978page.html
4977,Application for registration to transact a provider of telecommunications service (filed 10/9/19),10/9/19,Ready Wireless LLC,http://www.ripuc.ri.gov/eventsactions/docket/4977-ReadyWireless-Application 10-9-19.pdf
4976,"Proposed Revisions to Tariffs, Terms and Conditions (filed 10/3/2019)",10/3/2019,Narragansett Bay Commission,http://www.ripuc.ri.gov/eventsactions/docket/4976page.html
4975,Rate Change Application (filed 9/30/19),9/30/19,Block Island Utility District,http://www.ripuc.ri.gov/eventsactions/docket/4975page.html
4974,Filing to Amend Tariff PUC RI No. 18 and Tariff PUC RI No. 22 to implement decision of FCC's WD Docket 18-141 granting forbearance from certain unbundling and resale requirements (filed 10/1/19),10/1/19,Verizon Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4974page.html
4973,"Petition for Dispute Resolution Pursuant to Section 9 of Narragansett Electric Co. d/b/a National Grid's Standards for Connecting Distributed Generation, RIPUC #2078 (Tariff) (filed 9/13/19)",9/13/19,Episcopal Diocese of Rhode Island,http://www.ripuc.ri.gov/eventsactions/docket/4973page.html
4972,Renewable Energy Resource (RER) Certification Application for Generation Unit: Kearsarge Acushnet (9/10/19),9/10/19,Kearsarge Acushnet LLC,http://www.ripuc.ri.gov/eventsactions/docket/4972page.html
4971,Renewable Energy Resource (RER) Certification Application for Generation Unit: Kearsarge Turners Falls (9/10/19),9/10/19,Kearsarge Turners Falls LLC,http://www.ripuc.ri.gov/eventsactions/docket/4971page.html
4970,Renewable Energy Resource (RER) Certification Application for Generation Unit: Rossi Solar (9/5/19),9/5/19,"Smart Energy Holdings, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4970page.html
4969,"Renewable Energy Resource (RER) Certification Application for Generation Unit: DWW Solar II, LLC (filed 9/5/19)",9/5/19,"DWW Solar II, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4969page.html
4968,Renewable Energy Resource (RER) Certification Application for Generation Unit: Rollins Wind Plant (9/3/19),9/3/19,"Evergreen Wind Power III, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4968page.html
4967,Renewable Energy Resource (RER) Certification Application for Generation Unit: Target Store T1404 (9/9/19),9/9/19,Target Corporation,http://www.ripuc.ri.gov/eventsactions/docket/4967page.html
4966,Renewable Energy Resource (RER) Certification Application for Generation Unit: Trombley Hill Solar (9/9/19),9/9/19,"SolarSense VT X, Andrew Bowers",http://www.ripuc.ri.gov/eventsactions/docket/4966page.html
4965,"Renewable Energy Resource (RER) Certification Application for Generation Unit: Nautilus Goat Island Solar, LLC (filed 8/22/19)",8/22/19,"Nautilus Solar Solutions, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4965page.html
4964,Non-compliance with the RI Renewable Energy Standards for Compliance Year 2018,,"Agera Energy, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4964page.html
4963,2019 Gas Cost Recovery Filing (9/3/19),9/3/19,The Narragansett Electric Co. d/b/a National Grid,http://www.ripuc.ri.gov/eventsactions/docket/4963page.html
4962,Renewable Energy Resource (RER) Certification Application for Generation Unit: Blackbird Farm Solar (filed 8/9/19),8/9/19,"Blackbird Farm, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4962page.html
4961,Renewable Energy Resource (RER) Certification Application for Generation Unit: Singleton Group Solar (filed 8/7/19),8/7/19,The Singleton Group LLC,http://www.ripuc.ri.gov/eventsactions/docket/4961page.html
4960,Renewable Energy Resource (RER) Certification Application for Generation Unit: M &amp; K Leasing Solar LLC (8/7/19),8/7/19,M &amp; K Leasing LLC,http://www.ripuc.ri.gov/eventsactions/docket/4960page.html
4959,Renewable Energy Resource (RER) Certification Application for Generation Unit: K &amp; K Beach Solar LLC (filed 8/2/19),8/2/19,K &amp; K Beach Club LLC,http://www.ripuc.ri.gov/eventsactions/docket/4959page.html
4958,Electric Pension Adjustment Factor (PAF) Filing (filed 8/1/19),8/1/19,The Narragansett Electric Co. d/b/a National Grid,http://www.ripuc.ri.gov/eventsactions/docket/4958page.html
4957,Application for registration to transact a provider of telecommunications service (filed 7/23/19),7/23/19,"Time Warner Cable Business, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4957page.html
4956,Dispute Resolution Pursuant to Section 9.2 of RIPUC No. 2180 (filed 7/17/19),7/17/19,"The Narragansett Electric Co. d/b/a National Grid and Energy Development Partners, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4956page.html
4955,Distribution Adjustment Charge (DAC) 2019 Filing,,The Narragansett Electric Co. d/b/a National Grid,http://www.ripuc.ri.gov/eventsactions/docket/4955page.html
4954,2019 Renewable Energy Growth Factor Filing (filed 6/28/19),6/28/19,The Narragansett Electric Co. d/b/a National Grid,http://www.ripuc.ri.gov/eventsactions/docket/4954page.html
4953,"Electric Revenue Decoupling Mechanism (RDM) Reconciliation Filing for Year Ending March 31, 2019",,The Narragansett Electric Co. d/b/a National Grid,http://www.ripuc.ri.gov/eventsactions/docket/4953page.html
4952,Application for registration as a Class I and Class VI Telecommunications Provider (filed 5/13/19),5/13/19,Hudson Fiber Network Inc.,http://www.ripuc.ri.gov/eventsactions/docket/4952-HudsonFiber-Appl_5-14-19.pdf
4951,Renewable Energy Resource (RER) Certification Application for Generation Unit: Redwood Realty Solar (filed 5/13/19),5/13/19,"Redwood Realty II, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4951page.html
4950,Residential Assistance Recovery Filing (filed 5/15/19),5/15/19,The Narragansett Electric Co. d/b/a National Grid,http://www.ripuc.ri.gov/eventsactions/docket/4950page.html
4949,Renewable Energy Resource (RER) Certification Application for Generation Unit: Oxford LMTD Res Partnership (filed 4/30/19),4/30/19,Oxford LMTD Res Partnership,http://www.ripuc.ri.gov/eventsactions/docket/4949page.html
4948,Renewable Energy Resource (RER) Certification Application for Generation Unit: 76 Commercial Way (filed 4/26/19),4/26/19,"Natural Solar, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4948page.html
4947,"Renewable Energy Resource (RER) Certification Application for Generation Unit: 10 Briggs Solar NG, LLC (fled 4/29/19)",4/29/19,"NuGen Capital Mgmt, LLC &amp; NuGen Manager, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4947page.html
4946,"Renewable Energy Resource (RER) Certification Application for Generation Unit: Ralco Industries, Inc. (filed 4/26/19)",4/26/19,Robert A. Lebeaux,http://www.ripuc.ri.gov/eventsactions/docket/4946page.html
4945,"Renewable Energy Resource ((RER) Certification Application for Generation Unit: GD SK Rose Hill, LLC ( filed 4/18/19)",4/18/19,"GD SK Rose Hill, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4945page.html
4944,Petition for Private At-Grade Railroad Crossing (filed 4/16/19),4/16/19,Narragansett Bay Commission,http://www.ripuc.ri.gov/eventsactions/docket/4944page.html
4943,Guidance Document Regarding Principles to Guide the Development and Review of Performance Incentive Mechanisms,,Public Utilities Commission,http://www.ripuc.ri.gov/eventsactions/docket/4943page.html
4942,"Renewable Energy Resource (RER) Certification Application for Generation Unit: GD West Greenwich Victory I, LLC (filed 4/1/19)",4/1/19,"GD West Greenwich I, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4942page.html
4941,"Renewable Energy Resource (RER) Certification Application for Generation Unit: GD Richmond Buttonwoods I, LLC (filed 4/1/19)",4/1/19,"GD Richmond Buttonwoods I, LLC",http://www.ripuc.ri.gov/eventsactions/docket/4941page.html
